성별,나이,키,몸무게,BMI,BMI_분류,추천 운동 횟수,추천식단
남성,24,154,80,33.7,비만 2단계,4,저염식
남성,25,173,48,16,저체중,0,없음
남성,30,169,59,20.7,정상,0,없음
남성,10,162,55,21,정상,0,없음
여성,22,156,68,27.9,비만 1단계,3,저염식
여성,23,182,65,19.6,정상,0,없음
여성,18,156,70,28.8,비만 1단계,3,저염식
남성,17,174,68,22.5,정상,0,없음
남성,15,181,97,29.6,비만 1단계,3,단백질식
여성,17,181,53,16.2,저체중,0,없음
남성,18,182,72,21.7,정상,0,없음
남성,20,163,72,27.1,비만 1단계,3,단백질식
남성,28,184,78,23,비만 3단계,5,채식
남성,23,159,89,35.2,비만 3단계,5,저염식
남성,36,168,60,21.3,정상,0,없음
여성,12,155,94,39.1,비만 3단계,5,채식
남성,14,152,97,42,비만 3단계,5,저염식
여성,25,176,62,20,정상,0,없음
여성,21,172,54,18.3,저체중,0,없음
여성,13,182,61,18.4,저체중,0,없음
여성,37,174,65,21.5,정상,0,없음
여성,35,172,64,21.6,정상,0,없음
남성,34,182,70,21.1,정상,0,없음
여성,26,170,70,24.2,비만 3단계,5,저염식
여성,37,156,48,19.7,정상,0,없음
여성,17,172,57,19.3,정상,0,없음
여성,18,157,91,36.9,비만 3단계,5,채식
남성,19,179,77,24,비만 3단계,5,저염식
여성,10,179,99,30.9,비만 2단계,4,채식
여성,21,163,47,17.7,저체중,0,없음
여성,22,176,75,24.2,비만 3단계,5,저염식
여성,30,172,76,25.7,비만 1단계,3,저염식
남성,32,166,46,16.7,저체중,0,없음
남성,23,158,59,23.6,비만 3단계,5,채식
여성,12,179,71,22.2,정상,0,없음
여성,26,173,91,30.4,비만 2단계,4,채식
남성,29,160,62,24.2,비만 3단계,5,단백질식
남성,18,172,95,32.1,비만 2단계,4,단백질식
남성,13,180,84,25.9,비만 1단계,3,저염식
남성,38,175,42,13.7,저체중,0,없음
여성,34,179,92,28.7,비만 1단계,3,단백질식
여성,19,157,57,23.1,비만 3단계,5,채식
남성,26,152,92,39.8,비만 3단계,5,저염식
남성,26,175,69,22.5,정상,0,없음
여성,21,172,64,21.6,정상,0,없음
남성,35,150,72,32,비만 2단계,4,저염식
남성,13,174,59,19.5,정상,0,없음
남성,28,167,66,23.7,비만 3단계,5,단백질식
여성,11,159,64,25.3,비만 1단계,3,저염식
여성,38,166,94,34.1,비만 2단계,4,단백질식
여성,25,178,85,26.8,비만 1단계,3,저염식
여성,15,153,43,18.4,저체중,0,없음
여성,29,150,45,20,정상,0,없음
여성,23,153,65,27.8,비만 1단계,3,저염식
남성,27,150,76,33.8,비만 2단계,4,채식
남성,21,180,70,21.6,정상,0,없음
남성,16,166,74,26.9,비만 1단계,3,단백질식
남성,34,181,95,29,비만 1단계,3,단백질식
여성,35,155,88,36.6,비만 3단계,5,저염식
남성,34,150,93,41.3,비만 3단계,5,단백질식
남성,13,184,88,26,비만 1단계,3,단백질식
여성,22,153,65,27.8,비만 1단계,3,채식
여성,30,170,94,32.5,비만 2단계,4,단백질식
여성,22,176,66,21.3,정상,0,없음
남성,40,163,86,32.4,비만 2단계,4,저염식
여성,38,182,68,20.5,정상,0,없음
남성,40,169,49,17.2,저체중,0,없음
여성,17,162,61,23.2,비만 3단계,5,저염식
여성,23,150,55,24.4,비만 3단계,5,저염식
여성,32,176,75,24.2,비만 3단계,5,채식
남성,26,168,43,15.2,저체중,0,없음
여성,23,161,52,20.1,정상,0,없음
여성,11,184,54,15.9,저체중,0,없음
남성,23,179,98,30.6,비만 2단계,4,저염식
남성,26,151,62,27.2,비만 1단계,3,단백질식
남성,23,170,100,34.6,비만 2단계,4,채식
여성,28,173,45,15,저체중,0,없음
남성,35,173,59,19.7,정상,0,없음
여성,19,153,90,38.4,비만 3단계,5,저염식
여성,18,161,63,24.3,비만 3단계,5,채식
남성,36,175,44,14.4,저체중,0,없음
여성,26,157,79,32,비만 2단계,4,채식
여성,19,165,86,31.6,비만 2단계,4,채식
여성,17,162,64,24.4,비만 3단계,5,단백질식
여성,37,176,53,17.1,저체중,0,없음
여성,27,175,42,13.7,저체중,0,없음
남성,11,173,79,26.4,비만 1단계,3,저염식
여성,15,162,94,35.8,비만 3단계,5,단백질식
여성,32,173,97,32.4,비만 2단계,4,단백질식
여성,24,153,90,38.4,비만 3단계,5,채식
남성,28,176,79,25.5,비만 1단계,3,채식
여성,24,164,67,24.9,비만 3단계,5,단백질식
여성,26,150,65,28.9,비만 1단계,3,단백질식
남성,26,156,69,28.4,비만 1단계,3,저염식
남성,15,184,94,27.8,비만 1단계,3,저염식
남성,31,171,71,24.3,비만 3단계,5,단백질식
남성,12,182,82,24.8,비만 3단계,5,채식
여성,24,153,79,33.7,비만 2단계,4,저염식
남성,26,151,42,18.4,저체중,0,없음
여성,19,156,95,39,비만 3단계,5,채식
여성,34,185,45,13.1,저체중,0,없음
남성,13,167,52,18.6,정상,0,없음
남성,29,180,52,16,저체중,0,없음
여성,10,166,89,32.3,비만 2단계,4,저염식
여성,36,180,42,13,저체중,0,없음
남성,30,174,56,18.5,정상,0,없음
여성,18,167,78,28,비만 1단계,3,저염식
남성,21,178,55,17.4,저체중,0,없음
남성,29,181,63,19.2,정상,0,없음
남성,40,178,71,22.4,정상,0,없음
남성,38,172,72,24.3,비만 3단계,5,채식
남성,24,182,57,17.2,저체중,0,없음
여성,18,181,72,22,정상,0,없음
남성,24,167,73,26.2,비만 1단계,3,단백질식
여성,33,157,56,22.7,정상,0,없음
남성,30,176,67,21.6,정상,0,없음
여성,19,151,78,34.2,비만 2단계,4,저염식
남성,37,174,66,21.8,정상,0,없음
남성,29,172,93,31.4,비만 2단계,4,단백질식
남성,21,184,63,18.6,정상,0,없음
남성,27,171,71,24.3,비만 3단계,5,채식
여성,16,181,87,26.6,비만 1단계,3,채식
남성,14,152,94,40.7,비만 3단계,5,저염식
남성,34,185,87,25.4,비만 1단계,3,채식
여성,21,158,57,22.8,정상,0,없음
남성,17,151,76,33.3,비만 2단계,4,단백질식
남성,26,181,96,29.3,비만 1단계,3,저염식
남성,39,183,49,14.6,저체중,0,없음
남성,39,174,67,22.1,정상,0,없음
여성,23,158,82,32.8,비만 2단계,4,단백질식
남성,17,165,99,36.4,비만 3단계,5,저염식
여성,19,151,85,37.3,비만 3단계,5,저염식
여성,17,159,46,18.2,저체중,0,없음
여성,10,153,63,26.9,비만 1단계,3,채식
여성,34,168,92,32.6,비만 2단계,4,채식
여성,36,178,78,24.6,비만 3단계,5,채식
여성,18,165,70,25.7,비만 1단계,3,채식
여성,40,156,67,27.5,비만 1단계,3,채식
여성,11,155,44,18.3,저체중,0,없음
남성,22,152,93,40.3,비만 3단계,5,채식
여성,30,174,51,16.8,저체중,0,없음
남성,23,159,55,21.8,정상,0,없음
여성,34,181,58,17.7,저체중,0,없음
남성,23,177,48,15.3,저체중,0,없음
남성,38,152,87,37.7,비만 3단계,5,저염식
남성,27,161,40,15.4,저체중,0,없음
남성,27,173,70,23.4,비만 3단계,5,단백질식
여성,18,152,42,18.2,저체중,0,없음
여성,40,184,58,17.1,저체중,0,없음
여성,38,161,92,35.5,비만 3단계,5,단백질식
남성,29,167,67,24,비만 3단계,5,단백질식
여성,14,160,81,31.6,비만 2단계,4,단백질식
남성,33,164,69,25.7,비만 1단계,3,저염식
여성,33,154,87,36.7,비만 3단계,5,저염식
남성,31,178,71,22.4,정상,0,없음
여성,32,184,66,19.5,정상,0,없음
남성,15,179,68,21.2,정상,0,없음
남성,22,179,58,18.1,저체중,0,없음
남성,26,182,49,14.8,저체중,0,없음
여성,35,166,85,30.8,비만 2단계,4,저염식
여성,23,157,69,28,비만 1단계,3,저염식
여성,19,169,74,25.9,비만 1단계,3,저염식
남성,29,153,69,29.5,비만 1단계,3,채식
여성,13,158,70,28,비만 1단계,3,채식
남성,40,182,57,17.2,저체중,0,없음
남성,25,158,80,32,비만 2단계,4,저염식
남성,36,181,66,20.1,정상,0,없음
여성,26,168,43,15.2,저체중,0,없음
남성,17,168,99,35.1,비만 3단계,5,단백질식
남성,23,184,92,27.2,비만 1단계,3,저염식
여성,17,180,87,26.9,비만 1단계,3,단백질식
남성,30,162,48,18.3,저체중,0,없음
남성,29,175,69,22.5,정상,0,없음
여성,16,184,45,13.3,저체중,0,없음
여성,29,181,84,25.6,비만 1단계,3,저염식
여성,28,153,46,19.7,정상,0,없음
여성,38,184,91,26.9,비만 1단계,3,저염식
여성,27,171,52,17.8,저체중,0,없음
여성,10,169,67,23.5,비만 3단계,5,저염식
남성,27,182,50,15.1,저체중,0,없음
남성,18,169,72,25.2,비만 1단계,3,저염식
남성,23,178,96,30.3,비만 2단계,4,저염식
남성,22,185,47,13.7,저체중,0,없음
남성,28,174,65,21.5,정상,0,없음
여성,34,183,89,26.6,비만 1단계,3,저염식
남성,23,183,87,26,비만 1단계,3,단백질식
여성,28,158,60,24,비만 3단계,5,저염식
여성,11,166,43,15.6,저체중,0,없음
여성,21,154,81,34.2,비만 2단계,4,채식
여성,20,153,80,34.2,비만 2단계,4,단백질식
여성,24,155,76,31.6,비만 2단계,4,단백질식
남성,22,168,73,25.9,비만 1단계,3,단백질식
남성,34,168,92,32.6,비만 2단계,4,저염식
여성,20,163,44,16.6,저체중,0,없음
여성,15,157,75,30.4,비만 2단계,4,채식
여성,35,160,43,16.8,저체중,0,없음
여성,16,163,94,35.4,비만 3단계,5,저염식
여성,28,177,65,20.7,정상,0,없음
여성,17,174,61,20.1,정상,0,없음
여성,26,178,79,24.9,비만 3단계,5,채식
여성,10,172,79,26.7,비만 1단계,3,저염식
남성,33,182,46,13.9,저체중,0,없음
남성,17,162,62,23.6,비만 3단계,5,채식
여성,25,184,84,24.8,비만 3단계,5,저염식
남성,36,182,82,24.8,비만 3단계,5,채식
여성,17,165,80,29.4,비만 1단계,3,채식
남성,40,158,44,17.6,저체중,0,없음
남성,24,166,98,35.6,비만 3단계,5,저염식
여성,12,181,75,22.9,정상,0,없음
여성,29,163,57,21.5,정상,0,없음
여성,36,160,66,25.8,비만 1단계,3,채식
여성,15,173,55,18.4,저체중,0,없음
여성,15,161,58,22.4,정상,0,없음
남성,31,179,81,25.3,비만 1단계,3,단백질식
여성,36,150,95,42.2,비만 3단계,5,단백질식
여성,11,165,49,18,저체중,0,없음
여성,15,154,98,41.3,비만 3단계,5,단백질식
남성,27,150,41,18.2,저체중,0,없음
여성,20,177,63,20.1,정상,0,없음
여성,40,151,50,21.9,정상,0,없음
남성,24,183,64,19.1,정상,0,없음
여성,19,185,73,21.3,정상,0,없음
남성,13,170,50,17.3,저체중,0,없음
남성,39,163,40,15.1,저체중,0,없음
남성,14,184,60,17.7,저체중,0,없음
여성,31,178,73,23,비만 3단계,5,채식
남성,37,165,57,20.9,정상,0,없음
여성,12,164,77,28.6,비만 1단계,3,채식
여성,27,172,55,18.6,정상,0,없음
여성,39,150,68,30.2,비만 2단계,4,채식
남성,38,154,96,40.5,비만 3단계,5,채식
남성,29,150,100,44.4,비만 3단계,5,단백질식
남성,15,165,47,17.3,저체중,0,없음
남성,22,150,56,24.9,비만 3단계,5,채식
남성,34,168,79,28,비만 1단계,3,저염식
여성,37,156,46,18.9,정상,0,없음
남성,14,180,86,26.5,비만 1단계,3,채식
여성,21,179,76,23.7,비만 3단계,5,단백질식
남성,38,151,85,37.3,비만 3단계,5,저염식
여성,24,185,60,17.5,저체중,0,없음
남성,22,185,63,18.4,저체중,0,없음
여성,35,172,44,14.9,저체중,0,없음
여성,22,171,90,30.8,비만 2단계,4,단백질식
남성,28,178,93,29.4,비만 1단계,3,단백질식
여성,13,180,85,26.2,비만 1단계,3,단백질식
남성,33,170,65,22.5,정상,0,없음
여성,14,164,78,29,비만 1단계,3,단백질식
여성,12,170,76,26.3,비만 1단계,3,단백질식
여성,34,152,63,27.3,비만 1단계,3,저염식
여성,40,177,66,21.1,정상,0,없음
남성,14,153,41,17.5,저체중,0,없음
남성,33,157,46,18.7,정상,0,없음
남성,13,154,59,24.9,비만 3단계,5,단백질식
여성,38,158,84,33.6,비만 2단계,4,저염식
여성,16,165,53,19.5,정상,0,없음
여성,40,156,66,27.1,비만 1단계,3,저염식
여성,13,162,47,17.9,저체중,0,없음
남성,17,154,64,27,비만 1단계,3,채식
여성,25,174,67,22.1,정상,0,없음
여성,29,170,41,14.2,저체중,0,없음
남성,15,156,92,37.8,비만 3단계,5,저염식
남성,21,151,54,23.7,비만 3단계,5,단백질식
여성,26,164,56,20.8,정상,0,없음
남성,22,166,60,21.8,정상,0,없음
남성,38,180,93,28.7,비만 1단계,3,채식
여성,31,159,78,30.9,비만 2단계,4,채식
남성,34,157,78,31.6,비만 2단계,4,단백질식
남성,18,160,68,26.6,비만 1단계,3,채식
남성,31,177,68,21.7,정상,0,없음
여성,23,181,90,27.5,비만 1단계,3,저염식
여성,35,151,45,19.7,정상,0,없음
남성,25,181,66,20.1,정상,0,없음
여성,39,157,77,31.2,비만 2단계,4,단백질식
여성,28,151,84,36.8,비만 3단계,5,단백질식
여성,39,161,42,16.2,저체중,0,없음
남성,25,173,88,29.4,비만 1단계,3,단백질식
여성,28,176,69,22.3,정상,0,없음
여성,35,179,76,23.7,비만 3단계,5,단백질식
여성,12,157,50,20.3,정상,0,없음
남성,39,170,61,21.1,정상,0,없음
남성,35,168,92,32.6,비만 2단계,4,저염식
여성,20,184,87,25.7,비만 1단계,3,단백질식
남성,25,183,53,15.8,저체중,0,없음
남성,10,175,71,23.2,비만 3단계,5,저염식
여성,16,168,40,14.2,저체중,0,없음
남성,27,185,57,16.7,저체중,0,없음
남성,35,171,97,33.2,비만 2단계,4,채식
여성,32,183,68,20.3,정상,0,없음
여성,12,177,66,21.1,정상,0,없음
여성,27,175,97,31.7,비만 2단계,4,저염식
남성,10,169,77,27,비만 1단계,3,단백질식
남성,34,174,71,23.5,비만 3단계,5,채식
남성,40,180,99,30.6,비만 2단계,4,단백질식
여성,19,173,96,32.1,비만 2단계,4,저염식
남성,28,166,45,16.3,저체중,0,없음
남성,16,180,45,13.9,저체중,0,없음
여성,25,152,49,21.2,정상,0,없음
여성,29,156,95,39,비만 3단계,5,저염식
남성,15,161,79,30.5,비만 2단계,4,채식
남성,38,160,49,19.1,정상,0,없음
남성,24,168,69,24.4,비만 3단계,5,저염식
여성,30,169,51,17.9,저체중,0,없음
남성,27,161,65,25.1,비만 1단계,3,채식
남성,20,173,62,20.7,정상,0,없음
남성,19,158,89,35.7,비만 3단계,5,저염식
남성,25,153,53,22.6,정상,0,없음
여성,35,177,65,20.7,정상,0,없음
남성,10,155,57,23.7,비만 3단계,5,단백질식
남성,25,167,43,15.4,저체중,0,없음
남성,18,168,53,18.8,정상,0,없음
남성,13,159,70,27.7,비만 1단계,3,단백질식
여성,17,182,100,30.2,비만 2단계,4,채식
남성,36,154,40,16.9,저체중,0,없음
남성,20,162,80,30.5,비만 2단계,4,저염식
남성,16,180,58,17.9,저체중,0,없음
여성,20,151,89,39,비만 3단계,5,단백질식
남성,25,162,85,32.4,비만 2단계,4,저염식
남성,36,165,46,16.9,저체중,0,없음
여성,21,179,66,20.6,정상,0,없음
여성,16,151,52,22.8,정상,0,없음
남성,14,167,85,30.5,비만 2단계,4,채식
남성,18,155,81,33.7,비만 2단계,4,단백질식
여성,22,173,92,30.7,비만 2단계,4,채식
남성,27,154,75,31.6,비만 2단계,4,채식
여성,13,163,46,17.3,저체중,0,없음
여성,14,166,62,22.5,정상,0,없음
여성,38,156,74,30.4,비만 2단계,4,저염식
여성,14,174,84,27.7,비만 1단계,3,채식
남성,33,171,67,22.9,정상,0,없음
남성,26,160,73,28.5,비만 1단계,3,단백질식
남성,14,159,87,34.4,비만 2단계,4,채식
여성,23,169,49,17.2,저체중,0,없음
여성,27,174,40,13.2,저체중,0,없음
남성,15,184,92,27.2,비만 1단계,3,채식
여성,27,176,97,31.3,비만 2단계,4,단백질식
여성,18,152,41,17.7,저체중,0,없음
남성,20,177,86,27.5,비만 1단계,3,저염식
남성,38,173,98,32.7,비만 2단계,4,저염식
여성,28,156,65,26.7,비만 1단계,3,채식
남성,37,168,76,26.9,비만 1단계,3,채식
남성,25,155,100,41.6,비만 3단계,5,채식
남성,28,171,72,24.6,비만 3단계,5,저염식
여성,10,175,94,30.7,비만 2단계,4,단백질식
여성,28,183,64,19.1,정상,0,없음
남성,29,160,86,33.6,비만 2단계,4,저염식
여성,37,167,94,33.7,비만 2단계,4,저염식
남성,24,150,97,43.1,비만 3단계,5,저염식
남성,19,177,67,21.4,정상,0,없음
여성,33,159,80,31.6,비만 2단계,4,채식
남성,24,152,67,29,비만 1단계,3,채식
남성,30,175,48,15.7,저체중,0,없음
남성,34,160,61,23.8,비만 3단계,5,채식
남성,18,152,85,36.8,비만 3단계,5,저염식
남성,21,171,84,28.7,비만 1단계,3,채식
남성,14,151,70,30.7,비만 2단계,4,단백질식
여성,18,174,61,20.1,정상,0,없음
남성,23,155,43,17.9,저체중,0,없음
여성,10,182,40,12.1,저체중,0,없음
여성,29,158,93,37.3,비만 3단계,5,단백질식
여성,33,180,72,22.2,정상,0,없음
남성,39,161,47,18.1,저체중,0,없음
여성,18,153,60,25.6,비만 1단계,3,채식
남성,11,176,52,16.8,저체중,0,없음
여성,30,167,97,34.8,비만 2단계,4,단백질식
여성,10,157,83,33.7,비만 2단계,4,저염식
여성,13,175,52,17,저체중,0,없음
여성,37,152,77,33.3,비만 2단계,4,채식
남성,34,162,49,18.7,정상,0,없음
남성,23,152,51,22.1,정상,0,없음
여성,11,158,64,25.6,비만 1단계,3,단백질식
남성,17,172,97,32.8,비만 2단계,4,채식
여성,33,183,51,15.2,저체중,0,없음
남성,25,170,51,17.6,저체중,0,없음
남성,39,162,61,23.2,비만 3단계,5,저염식
여성,22,176,77,24.9,비만 3단계,5,저염식
여성,22,160,95,37.1,비만 3단계,5,저염식
남성,33,174,54,17.8,저체중,0,없음
남성,26,178,51,16.1,저체중,0,없음
남성,26,184,52,15.4,저체중,0,없음
남성,18,179,89,27.8,비만 1단계,3,저염식
여성,16,153,74,31.6,비만 2단계,4,채식
여성,17,177,85,27.1,비만 1단계,3,저염식
여성,27,162,77,29.3,비만 1단계,3,단백질식
남성,12,170,53,18.3,저체중,0,없음
여성,32,151,57,25,비만 1단계,3,저염식
남성,38,185,65,19,정상,0,없음
남성,16,174,44,14.5,저체중,0,없음
남성,30,162,75,28.6,비만 1단계,3,저염식
여성,32,156,98,40.3,비만 3단계,5,단백질식
여성,19,177,96,30.6,비만 2단계,4,단백질식
남성,38,181,40,12.2,저체중,0,없음
여성,29,184,78,23,비만 3단계,5,저염식
남성,10,160,97,37.9,비만 3단계,5,저염식
남성,29,174,76,25.1,비만 1단계,3,단백질식
남성,21,153,65,27.8,비만 1단계,3,저염식
남성,11,151,99,43.4,비만 3단계,5,채식
남성,22,185,94,27.5,비만 1단계,3,저염식
남성,13,183,63,18.8,정상,0,없음
여성,37,150,72,32,비만 2단계,4,채식
남성,25,162,80,30.5,비만 2단계,4,저염식
